critic_id,name,primary_publication,total_reviews,up_count,meh_count,down_count,first_review,last_review
7320,Regina Weinreich,The Huffington Post,1,1,0,0,2012-01-24,2012-01-24
7321,Cary Gitter,Show Business Weekly,1,1,0,0,2012-01-25,2012-01-25
7333,Mitchell Conway,Ny Theatre,1,1,0,0,2012-01-07,2012-01-07
7374,SCOTT STIFFLER,Edge,1,1,0,0,2012-02-08,2012-02-08
7377,Rebecca Bernard,Show Business Weekly,1,1,0,0,2012-02-22,2012-02-22
7378,Michael Mraz,Ny Theatre,1,1,0,0,2012-02-14,2012-02-14
7405,Avi Glickstein,Ny Theatre,1,1,0,0,2012-01-28,2012-01-28
7473,Kari Olmon,Broadway Space,1,0,1,0,2011-08-11,2011-08-11
7523,Dan Wolpow,Broadway Space,1,1,0,0,2011-09-12,2011-09-12
7556,Andie Cuevas,Show Business Weekly,1,1,0,0,2011-10-18,2011-10-18
7592,Elizabeth Rex,THEATERMANIA,1,0,1,0,2011-12-08,2011-12-08
7607,Don Grigware,Broadway World,1,0,1,0,2011-11-15,2011-11-15
7608,Paul Hodgins,Orange County Register,1,0,1,0,2011-11-19,2011-11-19
7609,Baum Nicholson,Pasadena Star-news,1,0,0,1,2011-11-23,2011-11-23
7610,Danielle Deadwyler,Examiner,1,1,0,0,2011-01-17,2011-01-17
7611,Wendell Brock,Access Atlanta,1,1,0,0,2011-01-31,2011-01-31
7612,Curt Holman,Creative Loafing,1,0,1,0,2011-02-02,2011-02-02
7613,Manning Harris,Atlanta In Town,1,1,0,0,2011-02-02,2011-02-02
7614,Phil Kloer,Arts Critic Atlanta,1,1,0,0,2011-01-30,2011-01-30
7645,Mark Kennedy,San Francisco Chronicle,1,0,1,0,2011-08-09,2011-08-09
7730,Steve Suskin,VARIETY,1,1,0,0,2011-11-07,2011-11-07
7735,Peter Santilli,Huffington Post,1,1,0,0,2011-11-02,2011-11-02
7737,Steven Suskin,Backstage,1,1,0,0,2011-11-02,2011-11-02
7749,Melissa Rose Bernardo,Access Atlanta,1,1,0,0,2011-11-21,2011-11-21
7765,Jocelyn Noveck,Huffington Post,1,1,0,0,2011-12-06,2011-12-06
7772,Weston Clay,Theatre Is Easy,1,0,0,1,2012-01-25,2012-01-25
7808,Micha,New Jersey Newsroom,1,0,0,1,2012-02-08,2012-02-08
7818,Stephen Cedars,Ny Theatre,1,0,1,0,2012-02-03,2012-02-03
7822,Mary Kennedy,Associated Press,1,0,1,0,2012-02-13,2012-02-13
7970,Alvin Klein,NEW YORK TIMES,1,0,0,1,2011-06-28,2011-06-28
7980,Shelley Molad,Ny Theatre,1,0,1,0,2011-06-22,2011-06-22
8010,Benedict Nightingale,NEW YORK TIMES,1,0,1,0,2002-03-17,2002-03-17
8090,Margo Jefferson,NEW YORK TIMES,1,0,1,0,2011-06-22,2011-06-22
8103,Phillip Boroff,Bloomberg,1,0,1,0,2011-06-05,2011-06-05
8194,A.J. Mell,Backstage,1,0,1,0,2011-02-28,2011-02-28
8202,Montserrat Mendez,Ny Theatre,1,0,1,0,2011-02-13,2011-02-13
8277,Karl Levett,Curtain Up,1,0,1,0,2011-02-06,2011-02-06
8292,,The Boston Globe,1,1,0,0,2011-03-03,2011-03-03
8302,Bill Eadie,Talkin' Broadway,1,0,0,1,2011-03-10,2011-03-10
8303,Les Spindle,Backstage,1,0,0,1,2011-03-07,2011-03-07
8458,Adam Feldman and David Cote,TIME OUT NEW YORK,1,0,0,1,2011-07-07,2011-07-07
8475,Barbara Hoffman,NEW YORK POST,1,1,0,0,2008-11-14,2008-11-14
8501,Aileen Jacobson,NEW YORK TIMES,1,1,0,0,2010-07-19,2010-07-19
8515,Charles Isherwood,New York Times Re-,1,1,0,0,2010-08-02,2010-08-02
8528,Charles Isherwood,New York Times Original,1,1,0,0,2010-01-29,2010-01-29
8594,Jeff Labrecque,Entertainment Weekly,1,1,0,0,2010-03-25,2010-03-25
8604,Les Gutman,Curtain Up,1,1,0,0,2010-07-05,2010-07-05
8622,,Vanity Fair,1,0,1,0,2010-11-18,2010-11-18
8651,Michael Sommers,VARIETY,1,0,1,0,2010-05-24,2010-05-24
8662,Andy Propst,Afterelton,1,1,0,0,2010-05-21,2010-05-21
8680,Neil Zenzlinger,NEW YORK TIMES,1,1,0,0,2010-07-16,2010-07-16
8721,,New York Press,1,1,0,0,2010-08-20,2010-08-20
8740,Elise McMullen,Show Business Weekly,1,1,0,0,2010-09-17,2010-09-17
8745,Dan Callahan,The L Magazine,1,0,0,1,2010-09-22,2010-09-22
8755,Gyda Arber,Ny Theatre,1,0,1,0,2010-10-01,2010-10-01
8759,Heather J. Violanti,Ny Theatre,1,1,0,0,2010-09-21,2010-09-21
8773,"Melissa Gerstein, Raina Seitel Gittlin and Denise Albert",New York Daily News,1,1,0,0,2010-09-24,2010-09-24
8775,Cindy Pierre,Backstage,1,1,0,0,2010-10-01,2010-10-01
8778,Steven Oxman,VARIETY,1,1,0,0,2010-10-25,2010-10-25
8779,Chris Jones,Metromix,1,1,0,0,2010-09-22,2010-09-22
8780,Jonathan Abarbanel,THEATERMANIA,1,1,0,0,2010-09-22,2010-09-22
8820,Lina Zeldovich,Curtain Up,1,0,1,0,2011-01-20,2011-01-20
8828,Peter Filichia,Star Ledger,1,1,0,0,2011-01-18,2011-01-18
8847,Brain Scott Lipton,THEATERMANIA,1,1,0,0,2010-12-22,2010-12-22
8857,Mitch Montgomery,Afterelton,1,1,0,0,2010-12-07,2010-12-07
8880,Steve Hauck,Theatre Is Easy,1,1,0,0,2010-11-28,2010-11-28
8908,Sam Thielman,Afterelton,1,0,1,0,2010-08-10,2010-08-10
8916,Elisabeth Vincentelli,Afterelton,1,1,0,0,2009-09-24,2009-09-24
8922,Bill Cain,TIME OUT NEW YORK,1,0,0,1,2010-03-11,2010-03-11
8981,Time O’Leary,Afterelton,1,1,0,0,2010-05-20,2010-05-20
9002,Lawrence Switzky,Curtain Up,1,1,0,0,2010-06-03,2010-06-03
9003,Nancy Grossman,Talkin' Broadway,1,1,0,0,2010-06-09,2010-06-09
9004,Megan Pipoli,Best Of Off-broadway,1,1,0,0,2010-06-02,2010-06-02
9026,Joe Leydon,VARIETY,1,1,0,0,2010-06-28,2010-06-28
9028,George Gene Gustines,NEW YORK TIMES,1,1,0,0,2010-07-23,2010-07-23
9033,Michael Walek,Curtain Up,1,1,0,0,2010-07-08,2010-07-08
9045,Robert Windeler,Backstage,1,0,1,0,2010-07-21,2010-07-21
9077,James Harrison Monaco,Ny Theatre,1,1,0,0,2010-09-15,2010-09-15
9088,Ben Charles,Theatre Is Easy,1,1,0,0,2010-09-26,2010-09-26
9095,Joe Neumaier,New York Daily News,1,0,1,0,2010-09-29,2010-09-29
9101,Andrea M. Meek,Show Business Weekly,1,1,0,0,2010-10-07,2010-10-07
9149,,Harper's Bazaar,1,1,0,0,2010-10-30,2010-10-30
9150,,Ny Theatre,1,1,0,0,2010-10-30,2010-10-30
9192,Diane Snyder,THEATERMANIA,1,1,0,0,2010-11-17,2010-11-17
9203,Di Jayawickrema,Ny Theatre,1,1,0,0,2010-12-03,2010-12-03
9237,Joceylyn Noveck,Associated Press,1,1,0,0,2011-01-31,2011-01-31
9249,Rachel Merrill Moss,Ny Theatre,1,0,1,0,2011-01-14,2011-01-14
9281,,Broadwayspace.com,1,1,0,0,2014-04-22,2014-04-22
9313,Michael Sommers,Star Ledger,1,1,0,0,2010-03-18,2010-03-18
9327,,TIME OUT NEW YORK,1,0,1,0,2014-04-22,2014-04-22
9355,Rebecca Lewis-Whitson,Best Of Off-broadway,1,1,0,0,2008-09-07,2008-09-07
9365,Harvey Perr,Stage And Cinema,1,1,0,0,2008-03-04,2008-03-04
9373,Terri Roberts,Afterelton,1,0,1,0,2008-08-27,2008-08-27
9376,Laura Hitccock,Curtain Up,1,0,1,0,2009-09-02,2009-09-02
9466,Michael Schulman,NEW YORKER,1,1,0,0,2009-12-07,2009-12-07
9467,Molly,Theatre Is Easy,1,1,0,0,2010-03-18,2010-03-18
9468,The Insider,The Insider,1,1,0,0,2008-03-09,2008-03-09
9488,Richard Zoglin,Time,1,1,0,0,2008-11-03,2008-11-03
9523,Simon Vozick-Levinson,Entertainment Weekly,1,1,0,0,2010-04-07,2010-04-07
9531,Andy Propst,Village Voice,1,0,1,0,2010-02-09,2010-02-09
9545,Michael Glitz,The Huffington Post,1,1,0,0,2008-08-08,2008-08-08
9546,Lynn Yaeger,Village Voice,1,1,0,0,2008-07-29,2008-07-29
9596,Eric Grode,Village Voice,1,1,0,0,2009-04-15,2009-04-15
9604,Jesse Oxfeld,The New York Observer,1,1,0,0,2010-03-03,2010-03-03
9610,Shaun Newport,Music Omh,1,1,0,0,2010-02-27,2010-02-27
9616,Nancy Campbell,The Gothamist,1,1,0,0,2010-03-25,2010-03-25
9624,Mark Shenton,Entertainment Weekly,1,0,0,1,2010-03-10,2010-03-10
9633,Inner Voices: Solo Musicals,THEATERMANIA,1,1,0,0,2010-04-08,2010-04-08
9640,Tom Steller,Village Voice,1,1,0,0,2010-04-13,2010-04-13
9646,Sarah Boslaugh,Talkin' Broadway,1,1,0,0,2010-03-18,2010-03-18
9652,William Wolf,New York Calling Theater,1,1,0,0,2010-03-18,2010-03-18
9677,Jeremy McCarter,NEW YORK MAGAZINE,1,0,0,1,2008-06-19,2008-06-19
9679,Michael Feingold,Village Voice,1,0,0,1,2008-06-24,2008-06-24
9939,John Kenrick,Musicals 101,1,1,0,0,2009-03-01,2009-03-01
7,Dalton Ross,Unknown,0,0,0,0,,
12,Chris Jones,Unknown,0,0,0,0,,
13,Caroline Cao,Unknown,0,0,0,0,,
14,Dave Quinn,Unknown,0,0,0,0,,
15,Frank Scheck,Unknown,0,0,0,0,,
16,Roma Torre,Unknown,0,0,0,0,,
18,Jonathan Mandell,Unknown,0,0,0,0,,
19,Kristy Puchko,Unknown,0,0,0,0,,
20,Charles McNulty,Unknown,0,0,0,0,,
