accession_number,filing_date,amendment_date,is_amendment,entity_name,jurisdiction_of_incorporation,year_of_incorporation,entity_type,issuer_street1,issuer_street2,issuer_city,issuer_state,issuer_zip,issuer_phone,naics_code,industry_group,total_offering_amount,total_amount_sold,total_remaining,has_non_accredited_investors,total_number_of_investors,minimum_investment,equity_type,debt_type,partnership_interest,securities_other_desc,business_combination,revenue_range,aggregate_net_asset_value_range,rule_506b,rule_506c,rule_504b,section_3c,section_3c1,section_3c7,primary_officer_name,primary_officer_title,related_person_names,broker_dealer_name,broker_dealer_crd,uses_intermediary,offering_sales_commissions,finders_fees,offering_date,termination_date,more_than_one_year
0001234567-24-000143,2024-03-20,,True,& Juliet Musical Productions,CA,2024,Limited Partnership,408 Broadway,Suite 1203,New York,CA,10635,212-555-3684,711110,Theatrical Production,4957374.63,3969677.0,987697.63,False,303,25000,False,False,True,,False,$25-100M,,True,False,False,False,False,False,John Doe 143,Managing Member,"John Doe 143, Jane Smith 143",,,False,,79393.54,2023-12-06,,True
0001234567-18-000144,2018-04-11,,False,Almost Famous Broadway LLC,CT,2018,Corporation,238 Broadway,Suite 545,New York,PA,10582,212-555-8110,711110,Theatrical Production,2872274.58,2541111.78,331162.8,True,111,250000,True,False,False,,False,Over $100M,,True,False,False,False,False,False,John Doe 144,Managing Member,"John Doe 144, Jane Smith 144",,846078,False,,,2017-11-13,,False
0001234567-23-000145,2023-10-07,,False,Back to the Future Musical LLC,NV,2020,Corporation,270 Broadway,Suite 1903,New York,MA,10210,212-555-6886,711110,Theatrical Production,87449195.69,36260841.4,51188354.29,False,430,50000,True,False,False,,False,$5-25M,,True,True,False,False,False,False,John Doe 145,Managing Member,"John Doe 145, Jane Smith 145",,,False,,,2023-06-15,,False
0001234567-16-000146,2016-09-12,,False,Kimberly Akimbo LLC,IL,2013,Limited Partnership,832 Broadway,Suite 1581,New York,IL,10148,212-555-1330,711110,Theatrical Production,1443745.72,1015894.71,427851.01,False,72,100000,True,False,False,,False,$25-100M,,False,False,False,False,False,False,John Doe 146,Managing Member,"John Doe 146, Jane Smith 146",,,True,,,2016-07-06,,False
0001234567-12-000147,2012-02-01,,False,Hadestown Broadway LLC,NV,2012,Corporation,667 Broadway,Suite 1253,New York,NY,10410,212-555-7645,711110,Theatrical Production,2437549.22,1905852.26,531696.96,False,60,100000,True,False,False,,False,$1-5M,,True,False,False,False,False,False,John Doe 147,Managing Member,"John Doe 147, Jane Smith 147",Broadway Capital Partners,,True,95292.61,,2011-11-30,,True
0001234567-17-000148,2017-03-04,,True,Back to the Future Musical LLC,NV,2017,Limited Liability Company,250 Broadway,Suite 970,New York,TX,10635,212-555-9730,711110,Theatrical Production,6077035.08,2482117.78,3594917.3,False,153,100000,True,True,False,,False,$5-25M,,True,False,False,False,False,False,John Doe 148,Managing Member,"John Doe 148, Jane Smith 148",,319555,False,124105.89,,2016-11-04,,True
0001234567-17-000149,2017-08-22,,False,Lion King Theatrical LP,NY,2015,Limited Liability Company,835 Broadway,Suite 422,New York,CT,10194,212-555-5780,711110,Theatrical Production,2246608.73,1429201.48,817407.25,True,120,500000,True,False,False,,False,$1-5M,,True,False,False,False,False,False,John Doe 149,Managing Member,"John Doe 149, Jane Smith 149",Broadway Capital Partners,,False,,,2017-06-02,,True
0001234567-14-000150,2014-05-09,,False,Dear Evan Hansen LLC,DE,2013,Limited Liability Company,292 Broadway,,New York,MA,10734,212-555-3744,711110,Theatrical Production,4810105.75,2131034.72,2679071.03,False,47,100000,True,False,False,,False,$5-25M,,False,False,False,False,False,False,John Doe 150,Managing Member,"John Doe 150, Jane Smith 150",,,True,,,2014-02-05,,False
0001234567-24-000151,2024-01-11,,False,Dear Evan Hansen LLC,CT,2023,Limited Liability Company,782 Broadway,Suite 1142,New York,PA,10301,212-555-6074,711110,Theatrical Production,12574892.53,10883935.97,1690956.56,False,144,100000,False,True,False,,False,$1-5M,,False,False,False,False,False,False,John Doe 151,Managing Member,"John Doe 151, Jane Smith 151",,,True,,,2023-11-19,,True
0001234567-24-000152,2024-10-23,,False,Spring Awakening Productions,NV,2023,Limited Liability Company,378 Broadway,Suite 1669,New York,CT,10652,212-555-9327,711110,Theatrical Production,2919212.19,2614290.74,304921.45,True,337,50000,True,True,False,,False,$5-25M,,False,True,False,False,False,False,John Doe 152,Managing Member,"John Doe 152, Jane Smith 152",,,False,130714.54,,2024-09-11,,False
0001234567-11-000153,2011-05-29,,True,Hamilton Productions LLC,CA,2011,Limited Partnership,267 Broadway,,New York,CA,10263,212-555-7748,711110,Theatrical Production,18316857.34,11449411.56,6867445.78,False,89,100000,False,False,False,,False,$25-100M,,True,False,False,False,False,False,John Doe 153,Managing Member,"John Doe 153, Jane Smith 153",,,False,,,2010-12-22,,False
0001234567-24-000154,2024-04-17,,False,Aladdin Theatrical Productions,IL,2023,Limited Liability Company,711 Broadway,,New York,TX,10422,212-555-3107,711110,Theatrical Production,36511876.57,19619904.69,16891971.88,False,332,250000,True,False,False,,False,Over $100M,,True,True,False,False,False,False,John Doe 154,Managing Member,"John Doe 154, Jane Smith 154",Broadway Capital Partners,171104,False,,392398.09,2023-11-13,,True
0001234567-17-000155,2017-09-02,,False,Lion King Theatrical LP,NV,2014,Corporation,538 Broadway,,New York,CA,10473,212-555-1822,711110,Theatrical Production,17693802.65,12924070.52,4769732.13,False,137,250000,True,True,True,,False,$25-100M,,True,False,False,False,False,False,John Doe 155,Managing Member,"John Doe 155, Jane Smith 155",Broadway Capital Partners,,False,,,2017-03-16,,True
0001234567-21-000156,2021-06-27,,False,Aladdin Theatrical Productions,NJ,2021,Limited Liability Company,723 Broadway,Suite 1197,New York,TX,10561,212-555-2630,711110,Theatrical Production,2901867.55,2061449.42,840418.13,False,88,50000,True,False,False,,False,$1-5M,,False,False,False,False,False,False,John Doe 156,Managing Member,"John Doe 156, Jane Smith 156",Broadway Capital Partners,299395,False,,41228.99,2021-02-13,,True
0001234567-23-000157,2023-06-18,,False,Aladdin Theatrical Productions,CT,2021,Limited Liability Company,838 Broadway,,New York,NY,10051,212-555-5174,711110,Theatrical Production,10308597.82,5528339.89,4780257.93,False,159,100000,True,False,False,,False,$25-100M,,True,True,False,False,False,False,John Doe 157,Managing Member,"John Doe 157, Jane Smith 157",,,False,,,2023-01-29,,False
0001234567-12-000158,2012-12-15,,False,Phantom of the Opera LLC,IL,2010,Limited Liability Company,392 Broadway,Suite 366,New York,TX,10132,212-555-4456,711110,Theatrical Production,2647099.99,2335400.36,311699.63,False,31,100000,True,True,False,,False,$5-25M,,True,False,True,False,False,False,John Doe 158,Managing Member,"John Doe 158, Jane Smith 158",,,False,,,2012-08-10,,True
0001234567-10-000159,2010-05-02,,False,Spring Awakening Productions,CA,2010,Limited Partnership,300 Broadway,,New York,CA,10464,212-555-5834,711110,Theatrical Production,2770759.29,1694953.9,1075805.39,False,18,250000,False,False,True,,False,Over $100M,,True,False,False,False,False,False,John Doe 159,Managing Member,"John Doe 159, Jane Smith 159",,846779,False,,,2010-03-03,,True
0001234567-19-000160,2019-07-17,,False,Frozen Broadway LLC,NJ,2017,Limited Partnership,139 Broadway,Suite 977,New York,NJ,10103,212-555-6730,711110,Theatrical Production,5823857.38,5416742.54,407114.84,False,43,100000,True,False,True,,False,$1-5M,,True,False,False,False,False,False,John Doe 160,Managing Member,"John Doe 160, Jane Smith 160",,305449,False,,,2019-04-22,,True
0001234567-19-000161,2019-08-18,,False,Kimberly Akimbo LLC,IL,2016,Limited Liability Company,397 Broadway,,New York,NJ,10511,212-555-9808,711110,Theatrical Production,2954493.35,2560206.99,394286.36,True,190,100000,True,False,False,,False,$1-5M,,True,False,False,False,False,False,John Doe 161,Managing Member,"John Doe 161, Jane Smith 161",Broadway Capital Partners,,False,,,2019-06-27,,True
0001234567-12-000162,2012-10-30,,False,Life of Pi Broadway LLC,IL,2011,Corporation,3 Broadway,Suite 1838,New York,CA,10631,212-555-1536,711110,Theatrical Production,53626213.55,46986631.75,6639581.8,True,48,500000,True,False,False,,False,$5-25M,,False,False,False,False,False,False,John Doe 162,Managing Member,"John Doe 162, Jane Smith 162",,,False,,,2012-06-15,,True
0001234567-19-000163,2019-10-14,,False,Hamilton Productions LLC,NV,2018,Limited Partnership,590 Broadway,Suite 1730,New York,PA,10816,212-555-1562,711110,Theatrical Production,6360584.61,4943768.07,1416816.54,False,87,50000,True,True,True,,False,Over $100M,,False,False,True,False,False,False,John Doe 163,Managing Member,"John Doe 163, Jane Smith 163",Broadway Capital Partners,,True,247188.4,,2019-06-10,,True
0001234567-15-000164,2015-03-28,,False,Harry Potter and the Cursed Child LLC,NV,2013,Limited Partnership,727 Broadway,,New York,MA,10049,212-555-8680,711110,Theatrical Production,1825696.96,1665715.2,159981.76,False,187,500000,False,False,False,,False,$25-100M,,True,False,False,False,False,False,John Doe 164,Managing Member,"John Doe 164, Jane Smith 164",,,False,83285.76,33314.3,2014-11-29,,False
0001234567-10-000165,2010-11-09,,False,Frozen Broadway LLC,CA,2007,Limited Liability Company,10 Broadway,Suite 1386,New York,NY,10110,212-555-8930,711110,Theatrical Production,11815807.48,5949242.56,5866564.92,True,28,1000000,True,False,False,,False,$1-5M,,True,False,False,False,False,False,John Doe 165,Managing Member,"John Doe 165, Jane Smith 165",,,True,,,2010-06-22,,False
0001234567-15-000166,2015-08-14,,False,Mrs. Doubtfire Broadway LP,NJ,2015,Limited Partnership,393 Broadway,Suite 1421,New York,CT,10482,212-555-9505,711110,Theatrical Production,1960748.59,1841684.03,119064.56,False,112,500000,True,False,False,,False,Over $100M,,False,False,False,False,False,False,John Doe 166,Managing Member,"John Doe 166, Jane Smith 166",,642073,False,92084.2,,2015-03-30,,False
0001234567-11-000167,2011-12-09,,False,Music Man Productions LLC,NV,2008,Limited Partnership,25 Broadway,,New York,TX,10904,212-555-1972,711110,Theatrical Production,10264981.42,7316725.18,2948256.24,False,66,1000000,True,False,True,,False,$25-100M,,True,False,False,False,False,False,John Doe 167,Managing Member,"John Doe 167, Jane Smith 167",,379431,True,,,2011-09-05,,True
0001234567-10-000168,2010-11-27,,False,Chicago Musical Productions,NY,2009,Corporation,176 Broadway,,New York,PA,10598,212-555-4081,711110,Theatrical Production,6907402.73,4165463.39,2741939.34,False,20,1000000,True,False,True,,False,$25-100M,,True,False,False,False,False,False,John Doe 168,Managing Member,"John Doe 168, Jane Smith 168",,930622,False,,,2010-10-20,,False
0001234567-15-000169,2015-10-16,,False,Chicago Musical Productions,IL,2013,Limited Liability Company,115 Broadway,Suite 1482,New York,IL,10965,212-555-2108,711110,Theatrical Production,11660366.02,7111192.27,4549173.75,False,41,500000,True,False,False,,False,Over $100M,,True,True,False,False,False,False,John Doe 169,Managing Member,"John Doe 169, Jane Smith 169",Broadway Capital Partners,,False,355559.61,,2015-09-12,,False
0001234567-21-000170,2021-04-24,,False,Funny Girl Broadway LP,CT,2020,Limited Partnership,558 Broadway,Suite 469,New York,MA,10043,212-555-5995,711110,Theatrical Production,2730380.06,2667595.78,62784.28,False,448,50000,False,False,False,,False,$5-25M,,True,False,False,False,False,False,John Doe 170,Managing Member,"John Doe 170, Jane Smith 170",,,False,,,2021-03-19,,False
0001234567-13-000171,2013-09-12,,False,Almost Famous Broadway LLC,CA,2011,Corporation,821 Broadway,Suite 1446,New York,CT,10266,212-555-3914,711110,Theatrical Production,762941.8,503534.72,259407.08,True,27,1000000,False,False,False,,False,Over $100M,,True,False,False,False,False,False,John Doe 171,Managing Member,"John Doe 171, Jane Smith 171",,,False,25176.74,,2013-03-21,,False
0001234567-13-000172,2013-06-04,,False,Mrs. Doubtfire Broadway LP,CT,2011,Corporation,378 Broadway,Suite 423,New York,NJ,10052,212-555-5407,711110,Theatrical Production,6239700.07,5848192.77,391507.3,False,100,100000,True,False,True,,False,$1-5M,,False,True,False,False,False,False,John Doe 172,Managing Member,"John Doe 172, Jane Smith 172",Broadway Capital Partners,,False,,,2013-04-21,,False
0001234567-16-000173,2016-01-02,,False,Cabaret Revival LLC,NY,2014,Limited Liability Company,700 Broadway,,New York,TX,10927,212-555-8647,711110,Theatrical Production,16080342.21,15512690.7,567651.51,False,86,250000,False,False,False,,False,$25-100M,,True,False,False,False,False,False,John Doe 173,Managing Member,"John Doe 173, Jane Smith 173",Broadway Capital Partners,,False,,,2015-11-01,,False
0001234567-22-000174,2022-09-26,,False,Lion King Theatrical LP,CA,2020,Limited Liability Company,713 Broadway,,New York,NY,10044,212-555-4073,711110,Theatrical Production,12469709.69,6506152.41,5963557.28,False,467,50000,True,False,False,,False,Over $100M,,True,False,False,False,False,False,John Doe 174,Managing Member,"John Doe 174, Jane Smith 174",,888037,False,,,2022-04-02,,True
0001234567-11-000175,2011-12-20,,False,Anastasia Broadway LLC,NJ,2009,Limited Partnership,644 Broadway,Suite 1049,New York,CT,10593,212-555-1539,711110,Theatrical Production,2120416.33,1180237.97,940178.36,False,93,100000,False,False,False,,False,$25-100M,,True,False,False,False,False,False,John Doe 175,Managing Member,"John Doe 175, Jane Smith 175",,582865,True,,,2011-11-14,,True
0001234567-23-000176,2023-08-21,,True,MJ the Musical Productions,NJ,2023,Limited Liability Company,166 Broadway,,New York,CT,10286,212-555-2277,711110,Theatrical Production,14929503.33,11409549.2,3519954.13,True,77,25000,True,False,False,,False,Over $100M,,True,True,False,False,False,False,John Doe 176,Managing Member,"John Doe 176, Jane Smith 176",Broadway Capital Partners,315384,False,570477.46,,2023-06-11,,False
0001234567-12-000177,2012-06-20,,False,Kimberly Akimbo LLC,CA,2012,Limited Liability Company,632 Broadway,,New York,CA,10143,212-555-4272,711110,Theatrical Production,7088504.79,2845698.12,4242806.67,True,46,500000,False,True,True,,False,$1-5M,,True,False,False,False,False,False,John Doe 177,Managing Member,"John Doe 177, Jane Smith 177",,,True,,,2012-04-26,,False
0001234567-23-000178,2023-11-01,,False,Jersey Boys Productions,NY,2020,Limited Partnership,400 Broadway,Suite 343,New York,TX,10349,212-555-4205,711110,Theatrical Production,7628540.66,6679539.91,949000.75,False,268,100000,False,True,False,,False,$25-100M,,False,True,False,False,False,False,John Doe 178,Managing Member,"John Doe 178, Jane Smith 178",,,False,,,2023-06-17,,True
0001234567-23-000179,2023-02-15,,False,Les Misérables Broadway Productions,CA,2023,Corporation,545 Broadway,,New York,IL,10930,212-555-4373,711110,Theatrical Production,13379771.8,13341024.44,38747.36,False,95,50000,False,True,True,,False,$1-5M,,False,False,False,False,False,False,John Doe 179,Managing Member,"John Doe 179, Jane Smith 179",,798922,False,,,2022-11-08,,True
0001234567-18-000180,2018-04-26,,False,Kimberly Akimbo LLC,NV,2016,Corporation,411 Broadway,Suite 1503,New York,NJ,10000,212-555-7153,711110,Theatrical Production,16423209.56,11977676.64,4445532.92,False,79,250000,True,False,False,,False,Over $100M,,False,False,False,False,False,False,John Doe 180,Managing Member,"John Doe 180, Jane Smith 180",,513713,False,,,2018-01-08,,True
0001234567-12-000181,2012-01-17,,False,Sweeney Todd Productions,CT,2010,Limited Liability Company,594 Broadway,Suite 1017,New York,MA,10695,212-555-2278,711110,Theatrical Production,5219013.22,4065052.94,1153960.28,False,83,1000000,True,False,True,,False,Over $100M,,False,False,False,False,False,False,John Doe 181,Managing Member,"John Doe 181, Jane Smith 181",,569225,False,,,2011-09-28,,True
0001234567-16-000182,2016-07-13,,False,Almost Famous Broadway LLC,NV,2015,Limited Liability Company,400 Broadway,,New York,CA,10999,212-555-3628,711110,Theatrical Production,34220667.07,25337193.82,8883473.25,False,69,100000,False,True,False,,False,$25-100M,,False,False,False,False,False,False,John Doe 182,Managing Member,"John Doe 182, Jane Smith 182",,723038,False,,,2016-02-22,,False
0001234567-13-000183,2013-06-19,,False,Hadestown Broadway LLC,CA,2010,Limited Liability Company,814 Broadway,Suite 1425,New York,CT,10703,212-555-4375,711110,Theatrical Production,1197929.82,878718.6,319211.22,False,50,250000,True,False,True,,False,Over $100M,,True,False,False,False,False,False,John Doe 183,Managing Member,"John Doe 183, Jane Smith 183",Broadway Capital Partners,,False,,,2013-01-27,,False
0001234567-21-000184,2021-11-12,,True,Kinky Boots Broadway LLC,DE,2018,Limited Liability Company,539 Broadway,Suite 1866,New York,NJ,10845,212-555-8095,711110,Theatrical Production,8754640.07,4688568.98,4066071.09,True,455,50000,True,False,False,,False,Over $100M,,False,False,False,False,False,False,John Doe 184,Managing Member,"John Doe 184, Jane Smith 184",,757119,False,,,2021-05-18,,True
0001234567-11-000185,2011-05-01,,False,Almost Famous Broadway LLC,DE,2009,Limited Liability Company,514 Broadway,,New York,CT,10108,212-555-2180,711110,Theatrical Production,9708343.55,6175885.26,3532458.29,False,66,100000,True,False,False,,False,Over $100M,,True,False,False,False,False,False,John Doe 185,Managing Member,"John Doe 185, Jane Smith 185",,205475,False,308794.26,,2011-01-16,,True
0001234567-14-000186,2014-12-19,,False,Ohio State Murders LLC,NY,2011,Corporation,802 Broadway,,New York,NY,10275,212-555-3405,711110,Theatrical Production,5248540.23,4843458.97,405081.26,False,99,100000,True,False,True,,False,Over $100M,,True,False,False,False,False,False,John Doe 186,Managing Member,"John Doe 186, Jane Smith 186",Broadway Capital Partners,285239,True,,,2014-10-23,,True
0001234567-15-000187,2015-06-01,,False,Les Misérables Broadway Productions,NJ,2014,Corporation,893 Broadway,Suite 1255,New York,NJ,10180,212-555-5786,711110,Theatrical Production,1569709.27,1159308.24,410401.03,False,124,50000,False,False,False,,False,$1-5M,,True,False,False,False,False,False,John Doe 187,Managing Member,"John Doe 187, Jane Smith 187",Broadway Capital Partners,,False,,,2014-12-18,,False
0001234567-18-000188,2018-03-03,,True,Aladdin Theatrical Productions,CT,2016,Limited Liability Company,28 Broadway,,New York,IL,10844,212-555-4758,711110,Theatrical Production,16226854.35,10843134.02,5383720.33,False,60,250000,False,True,True,,False,$1-5M,,True,False,False,False,False,False,John Doe 188,Managing Member,"John Doe 188, Jane Smith 188",,662464,False,,,2017-11-03,,False
0001234567-15-000189,2015-09-12,,False,Music Man Productions LLC,NJ,2013,Limited Liability Company,715 Broadway,,New York,MA,10673,212-555-3292,711110,Theatrical Production,5141225.38,3259133.17,1882092.21,False,124,100000,True,False,True,,False,Over $100M,,False,True,False,False,False,False,John Doe 189,Managing Member,"John Doe 189, Jane Smith 189",Broadway Capital Partners,185368,False,162956.66,,2015-08-02,,True
0001234567-20-000190,2020-12-24,,False,Paradise Square Productions,CA,2017,Corporation,145 Broadway,,New York,CA,10863,212-555-6065,711110,Theatrical Production,23833386.03,19806924.49,4026461.54,False,184,100000,True,False,True,,False,$5-25M,,True,False,False,False,False,False,John Doe 190,Managing Member,"John Doe 190, Jane Smith 190",,,False,,,2020-09-03,,False
0001234567-22-000191,2022-07-11,,False,Hadestown Broadway LLC,DE,2022,Limited Partnership,570 Broadway,,New York,CA,10439,212-555-9480,711110,Theatrical Production,27878022.94,12324354.12,15553668.82,False,271,100000,True,False,False,,False,$5-25M,,False,True,False,False,False,False,John Doe 191,Managing Member,"John Doe 191, Jane Smith 191",,,False,616217.71,246487.08,2022-03-06,,False
0001234567-12-000192,2012-05-17,,False,MJ the Musical Productions,NV,2012,Corporation,307 Broadway,,New York,PA,10485,212-555-8642,711110,Theatrical Production,4764927.72,3096738.86,1668188.86,True,91,250000,True,True,False,,False,$25-100M,,True,False,False,False,False,False,John Doe 192,Managing Member,"John Doe 192, Jane Smith 192",Broadway Capital Partners,,False,,,2011-12-15,,True
0001234567-21-000193,2021-03-31,,False,Les Misérables Broadway Productions,NY,2019,Limited Partnership,674 Broadway,Suite 1823,New York,MA,10739,212-555-4318,711110,Theatrical Production,12519671.88,5120083.46,7399588.42,False,336,100000,True,False,False,,False,$1-5M,,False,False,False,False,False,False,John Doe 193,Managing Member,"John Doe 193, Jane Smith 193",,474444,False,256004.17,,2021-02-20,,False
0001234567-12-000194,2012-07-08,,False,Frozen Broadway LLC,NY,2011,Limited Liability Company,25 Broadway,Suite 1410,New York,NJ,10237,212-555-6442,711110,Theatrical Production,2051844.87,1182627.62,869217.25,False,72,100000,True,False,False,,False,Over $100M,,True,False,False,False,False,False,John Doe 194,Managing Member,"John Doe 194, Jane Smith 194",Broadway Capital Partners,456805,False,,23652.55,2012-04-03,,True
0001234567-23-000195,2023-09-14,,True,Jersey Boys Productions,IL,2022,Corporation,884 Broadway,Suite 231,New York,IL,10119,212-555-5923,711110,Theatrical Production,7197766.84,6416454.49,781312.35,True,366,50000,True,False,False,,False,$5-25M,,True,True,True,False,False,False,John Doe 195,Managing Member,"John Doe 195, Jane Smith 195",,,True,,,2023-04-27,,False
0001234567-10-000196,2010-05-01,,False,A Strange Loop LLC,DE,2007,Corporation,670 Broadway,,New York,NY,10700,212-555-1677,711110,Theatrical Production,9664431.61,6674521.69,2989909.92,False,63,250000,True,False,False,,False,$5-25M,,True,False,False,False,False,False,John Doe 196,Managing Member,"John Doe 196, Jane Smith 196",,981468,False,,133490.43,2009-11-20,,True
0001234567-13-000197,2013-07-01,,False,Chicago Musical Productions,IL,2013,Limited Liability Company,812 Broadway,Suite 387,New York,MA,10649,212-555-4578,711110,Theatrical Production,4341031.04,4099092.05,241938.99,False,42,250000,True,False,False,,False,$1-5M,,True,False,False,False,False,False,John Doe 197,Managing Member,"John Doe 197, Jane Smith 197",,,True,,,2013-04-04,,False
0001234567-23-000198,2023-06-09,,False,A Strange Loop LLC,CA,2021,Corporation,641 Broadway,,New York,NJ,10480,212-555-1877,711110,Theatrical Production,4914750.97,4854773.56,59977.41,True,165,25000,False,False,False,,False,$1-5M,,False,False,False,False,False,False,John Doe 198,Managing Member,"John Doe 198, Jane Smith 198",,,True,,,2023-01-22,,True
0001234567-20-000199,2020-04-05,,False,Jersey Boys Productions,CT,2020,Limited Partnership,676 Broadway,,New York,IL,10102,212-555-3486,711110,Theatrical Production,3641865.68,3625271.09,16594.59,True,184,50000,False,False,True,,False,$1-5M,,True,False,True,False,False,False,John Doe 199,Managing Member,"John Doe 199, Jane Smith 199",,121450,False,181263.55,,2019-10-11,,True
